#Assay	Accession	SRA Accession	Replicate	Sample ID	Yeast Target Common Name
ChIP-exo	GSM4449553	SRX8043536	rep1	12012	Ino2
ChIP-exo	GSM4449554	SRX8043537	rep2	17971	Ino2
ChIP-exo	GSM4449555	SRX8043538	rep1	14597	Ino4
ChIP-exo	GSM4449556	SRX8043539	rep2	15653	Ino4
ChIP-exo	GSM4449557	SRX8043540	rep1	17581	Ino80
ChIP-exo	GSM4449558	SRX8043541	rep1	17998	Ioc2
ChIP-exo	GSM4449559	SRX8043542	rep1	18004	Ioc3
ChIP-exo	GSM4449560	SRX8043543	rep1	17032	Ioc4
ChIP-exo	GSM4449561	SRX8043664	rep1	16344	Irc20
ChIP-exo	GSM4449562	SRX8043665	rep1	14992	Irr1
ChIP-exo	GSM4449563	SRX8043666	rep2	17954	Irr1
ChIP-exo	GSM4449564	SRX8043667	rep1	18013	Isw1
ChIP-exo	GSM4449565	SRX8043668	rep1	14762	Isw2
ChIP-exo	GSM4449566	SRX8043669	rep1	17152	Itc1
ChIP-exo	GSM4449567	SRX8043670	rep1	17146	Iwr1
ChIP-exo	GSM4449568	SRX8043671	rep1	12107	Iws1
ChIP-exo	GSM4449569	SRX8043672	rep2	14601	Iws1
ChIP-exo	GSM4449570	SRX8043673	rep1	17850	Ixr1
ChIP-exo	GSM4449571	SRX8043674	rep1	17792	Jhd1
ChIP-exo	GSM4449572	SRX8043675	rep1	18002	Jhd2
ChIP-exo	GSM4449573	SRX8043676	rep1	16542	Kae1
ChIP-exo	GSM4449574	SRX8043677	rep1	13465	Kap95
ChIP-exo	GSM4449575	SRX8043678	rep1	13443	Kar2
ChIP-exo	GSM4449576	SRX8043679	rep1	14492	Kar4
ChIP-exo	GSM4449577	SRX8043680	rep2	14972	Kar4
ChIP-exo	GSM4449578	SRX8043681	rep1	17983	Kin28
ChIP-exo	GSM4449579	SRX8043682	rep2	19392	Kin28
ChIP-exo	GSM4449580	SRX8043683	rep1	14180	Kss1
ChIP-exo	GSM4449581	SRX8043684	rep1	17935	Kti12
ChIP-exo	GSM4449582	SRX8043685	rep1	18473	Lea1
ChIP-exo	GSM4449583	SRX8043686	rep2	20437	Lea1
ChIP-exo	GSM4449584	SRX8043687	rep1	11773	Leo1
ChIP-exo	GSM4449585	SRX8043841	rep2	13793	Leo1
ChIP-exo	GSM4449586	SRX8043842	rep1	14199	Leu3
ChIP-exo	GSM4449587	SRX8043843	rep2	15669	Leu3
ChIP-exo	GSM4449588	SRX8043844	rep1	14417	Lge1
ChIP-exo	GSM4449589	SRX8043845	rep1	13464	Lot5
ChIP-exo	GSM4449590	SRX8043846	rep1	12140	Lrg1
ChIP-exo	GSM4449591	SRX8043847	rep1	14428	Lys14
ChIP-exo	GSM4449592	SRX8043848	rep2	14817	Lys14
ChIP-exo	GSM4449593	SRX8043849	rep1	12114	Lys20
ChIP-exo	GSM4449594	SRX8043850	rep2	17012	Lys20
ChIP-exo	GSM4449595	SRX8043851	rep1	12089	Lys21
ChIP-exo	GSM4449596	SRX8043852	rep2	15656	Lys21
ChIP-exo	GSM4449597	SRX8043853	rep1	12006	Mac1
ChIP-exo	GSM4449598	SRX8043854	rep2	13808	Mac1
ChIP-exo	GSM4449599	SRX8043855	rep1	11824	Maf1
ChIP-exo	GSM4449600	SRX8043856	rep2	17010	Maf1
ChIP-exo	GSM4449601	SRX8043857	rep1	14847	Mal33
ChIP-exo	GSM4449602	SRX8043858	rep1	12869	Mas6
ChIP-exo	GSM4449603	SRX8043859	rep1	14496	Matalpha2
ChIP-exo	GSM4449604	SRX8043860	rep2	14973	Matalpha2
ChIP-exo	GSM4449605	SRX8043861	rep1	17115	Mbf1
ChIP-exo	GSM4449606	SRX8043862	rep1	12937	Mbp1
ChIP-exo	GSM4449607	SRX8043863	rep2	15655	Mbp1
ChIP-exo	GSM4449608	SRX8043864	rep1	14362	Mca1
ChIP-exo	GSM4449609	SRX8043040	rep1	14797	Mcd1
ChIP-exo	GSM4449610	SRX8043041	rep1	13441	Mck1
ChIP-exo	GSM4449611	SRX8043042	rep1	12441	Mcm1
ChIP-exo	GSM4449612	SRX8043043	rep2	14618	Mcm1
ChIP-exo	GSM4449613	SRX8043044	rep1	14480	Mcm16
ChIP-exo	GSM4449614	SRX8043045	rep2	14997	Mcm16
ChIP-exo	GSM4449615	SRX8043046	rep1	14983	Med1
ChIP-exo	GSM4449616	SRX8043047	rep1	16043	Med11
ChIP-exo	GSM4449617	SRX8043048	rep2	18486	Med11
ChIP-exo	GSM4449618	SRX8043049	rep1	12084	Med2
ChIP-exo	GSM4449619	SRX8043050	rep2	15187	Med2
ChIP-exo	GSM4449620	SRX8043051	rep1	17969	Med20
ChIP-exo	GSM4449621	SRX8043052	rep1	12083	Med4
ChIP-exo	GSM4449622	SRX8043053	rep2	14611	Med4
ChIP-exo	GSM4449623	SRX8043054	rep1	12470	Med6
ChIP-exo	GSM4449624	SRX8043055	rep2	15800	Med6
ChIP-exo	GSM4449625	SRX8043056	rep1	17597	Med8
ChIP-exo	GSM4449626	SRX8043057	rep1	14191	Met18
ChIP-exo	GSM4449627	SRX8043058	rep1	11797	Met28
ChIP-exo	GSM4449628	SRX8043059	rep2	19657	Met28
ChIP-exo	GSM4449629	SRX8043060	rep3	28348	Met28
ChIP-exo	GSM4449630	SRX8043061	rep1	13211	Met30
ChIP-exo	GSM4449631	SRX8043062	rep1	11806	Met31
ChIP-exo	GSM4449632	SRX8043063	rep2	15634	Met31
ChIP-exo	GSM4449633	SRX8043064	rep1	12464	Met32
ChIP-exo	GSM4449634	SRX8043065	rep2	15791	Met32
ChIP-exo	GSM4449635	SRX8043066	rep1	11990	Met4
ChIP-exo	GSM4449636	SRX8043067	rep2	20438	Met4
ChIP-exo	GSM4449637	SRX8043068	rep1	12130	Mft1
ChIP-exo	GSM4449638	SRX8043069	rep2	13813	Mft1
ChIP-exo	GSM4449639	SRX8043070	rep1	11908	Mga2
ChIP-exo	GSM4449640	SRX8043071	rep1	16540	Mif2
ChIP-exo	GSM4449641	SRX8043072	rep2	18474	Mif2
ChIP-exo	GSM4449642	SRX8043073	rep1	17869	Mig1
ChIP-exo	GSM4449643	SRX8043074	rep2	19327	Mig1
ChIP-exo	GSM4449644	SRX8043075	rep1	12946	Mig2
ChIP-exo	GSM4449645	SRX8043076	rep2	18493	Mig2
ChIP-exo	GSM4449646	SRX8043077	rep1	14854	Mig3
ChIP-exo	GSM4449647	SRX8043078	rep1	12425	Mlp1
ChIP-exo	GSM4449648	SRX8043079	rep2	17196	Mlp1
ChIP-exo	GSM4449649	SRX8043080	rep1	14382	Mor1
ChIP-exo	GSM4449650	SRX8043081	rep1	17039	Mot1
ChIP-exo	GSM4449651	SRX8043082	rep2	19997	Mot1
ChIP-exo	GSM4449652	SRX8043083	rep1	17985	Mot2
ChIP-exo	GSM4449653	SRX8043084	rep1	11807	Mot3
ChIP-exo	GSM4449654	SRX8043085	rep2	14292	Mot3
ChIP-exo	GSM4449655	SRX8043086	rep1	14772	Mre11
ChIP-exo	GSM4449656	SRX8043087	rep1	14525	Msc6
ChIP-exo	GSM4449657	SRX8043160	rep1	17960	Msi1
ChIP-exo	GSM4449658	SRX8043161	rep1	17125	Msn1
ChIP-exo	GSM4449659	SRX8043162	rep1	8584	Msn2
ChIP-exo	GSM4449660	SRX8043163	rep1	14839	Msn4
ChIP-exo	GSM4449661	SRX8043164	rep1	15218	Mss11
ChIP-exo	GSM4449662	SRX8043165	rep2	15661	Mss11
ChIP-exo	GSM4449663	SRX8043166	rep1	17038	Mth1
ChIP-exo	GSM4449664	SRX8043167	rep1	17796	Mud1
ChIP-exo	GSM4449665	SRX8043168	rep2	19309	Mud1
ChIP-exo	GSM4449666	SRX8043169	rep1	13449	Mus81
ChIP-exo	GSM4449667	SRX8043170	rep1	14384	Mxr1
ChIP-exo	GSM4449668	SRX8043171	rep1	15000	Nab2
ChIP-exo	GSM4449669	SRX8043172	rep2	17118	Nab2
ChIP-exo	GSM4449670	SRX8043173	rep1	14379	Naf1
ChIP-exo	GSM4449671	SRX8043174	rep2	15004	Naf1
ChIP-exo	GSM4449672	SRX8043175	rep1	14526	Nan1
ChIP-exo	GSM4449673	SRX8043176	rep1	17868	Nap1
ChIP-exo	GSM4449674	SRX8043177	rep1	12861	Ncb2
ChIP-exo	GSM4449675	SRX8043178	rep2	20439	Ncb2
ChIP-exo	GSM4449676	SRX8043179	rep1	20440	Ncl1
ChIP-exo	GSM4449677	SRX8043180	rep1	14590	Ndd1
ChIP-exo	GSM4449678	SRX8043181	rep2	17949	Ndd1
ChIP-exo	GSM4449679	SRX8043182	rep1	12066	Net1
ChIP-exo	GSM4449680	SRX8043183	rep1	17953	Nfi1
ChIP-exo	GSM4449681	SRX8043256	rep1	12092	Ngg1
ChIP-exo	GSM4449682	SRX8043257	rep2	17767	Ngg1
ChIP-exo	GSM4449683	SRX8043258	rep1	17788	Nhp10
ChIP-exo	GSM4449684	SRX8043259	rep2	24336	Nhp10
ChIP-exo	GSM4449685	SRX8043260	rep1	12052	Nhp6a
ChIP-exo	GSM4449686	SRX8043261	rep2	14606	Nhp6a
ChIP-exo	GSM4449687	SRX8043262	rep1	14468	Nic96
ChIP-exo	GSM4449688	SRX8043263	rep1	14861	Nkp1
ChIP-exo	GSM4449689	SRX8043264	rep2	17055	Nkp1
ChIP-exo	GSM4449690	SRX8043265	rep1	12455	Nkp2
ChIP-exo	GSM4449691	SRX8043266	rep2	14620	Nkp2
ChIP-exo	GSM4449692	SRX8043267	rep1	14764	Nma1
ChIP-exo	GSM4449693	SRX8043268	rep1	14401	Nma2
ChIP-exo	GSM4449694	SRX8043269	rep1	14532	Nmd5
ChIP-exo	GSM4449695	SRX8043270	rep1	20442	Nnf2
ChIP-exo	GSM4449696	SRX8043271	rep1	13474	Nog2
ChIP-exo	GSM4449697	SRX8043272	rep1	13804	Nop58
ChIP-exo	GSM4449698	SRX8043273	rep1	12947	Not3
ChIP-exo	GSM4449699	SRX8043274	rep1	13154	Not5
ChIP-exo	GSM4449700	SRX8043275	rep1	17126	Npl3
ChIP-exo	GSM4449701	SRX8043276	rep2	18460	Npl3
ChIP-exo	GSM4449702	SRX8043277	rep1	17926	Npl6
ChIP-exo	GSM4449703	SRX8043278	rep1	11900	Nrd1
ChIP-exo	GSM4449704	SRX8043279	rep2	14265	Nrd1
ChIP-exo	GSM4449705	SRX8043688	rep1	14419	Nrg1
ChIP-exo	GSM4449706	SRX8043689	rep2	14812	Nrg1
ChIP-exo	GSM4449707	SRX8043690	rep1	11998	Nrg2
ChIP-exo	GSM4449708	SRX8043691	rep2	16023	Nrg2
ChIP-exo	GSM4449709	SRX8043692	rep1	12878	Nrm1
ChIP-exo	GSM4449710	SRX8043693	rep2	15792	Nrm1
ChIP-exo	GSM4449711	SRX8043694	rep1	12110	Nsa2
ChIP-exo	GSM4449712	SRX8043695	rep1	12007	Nsp1
ChIP-exo	GSM4449713	SRX8043696	rep1	14779	Nsr1
ChIP-exo	GSM4449714	SRX8043697	rep1	17779	Nto1
ChIP-exo	GSM4449715	SRX8043698	rep1	14858	Nup42
ChIP-exo	GSM4449716	SRX8043699	rep1	18007	Nut1
ChIP-exo	GSM4449717	SRX8043700	rep2	18485	Nut1
ChIP-exo	GSM4449718	SRX8043701	rep1	12054	Nut2
ChIP-exo	GSM4449719	SRX8043702	rep2	17863	Nut2
ChIP-exo	GSM4449720	SRX8043703	rep1	14404	Oaf1
ChIP-exo	GSM4449721	SRX8043704	rep1	14355	Oaf3
ChIP-exo	GSM4449722	SRX8043705	rep2	14995	Oaf3
ChIP-exo	GSM4449723	SRX8043706	rep1	14474	Orc1
ChIP-exo	GSM4449724	SRX8043707	rep2	16352	Orc1
ChIP-exo	GSM4449725	SRX8043708	rep1	17775	Orc2
ChIP-exo	GSM4449726	SRX8043709	rep2	19306	Orc2
ChIP-exo	GSM4449727	SRX8043710	rep1	17147	Orc4
ChIP-exo	GSM4449728	SRX8043711	rep2	18466	Orc4
ChIP-exo	GSM4449729	SRX8043745	rep1	17148	Orc5
ChIP-exo	GSM4449730	SRX8043746	rep2	18467	Orc5
ChIP-exo	GSM4449731	SRX8043747	rep1	14534	Orc6
ChIP-exo	GSM4449732	SRX8043748	rep2	16527	Orc6
ChIP-exo	GSM4449733	SRX8043749	rep1	14470	Otu1
ChIP-exo	GSM4449734	SRX8043750	rep1	17928	Pab1
ChIP-exo	GSM4449735	SRX8043751	rep1	11750	Paf1
ChIP-exo	GSM4449736	SRX8043752	rep2	15772	Paf1
ChIP-exo	GSM4449737	SRX8043753	rep1	14530	Pap1
ChIP-exo	GSM4449738	SRX8043754	rep2	17875	Pap1
ChIP-exo	GSM4449739	SRX8043755	rep1	12085	Pat1
ChIP-exo	GSM4449740	SRX8043756	rep1	13148	Pcf11
ChIP-exo	GSM4449741	SRX8043757	rep2	15486	Pcf11
ChIP-exo	GSM4449742	SRX8043758	rep1	14870	Pcl9
ChIP-exo	GSM4449743	SRX8043759	rep1	14395	Pct1
ChIP-exo	GSM4449744	SRX8043760	rep1	13442	Pdc1
ChIP-exo	GSM4449745	SRX8043761	rep1	16586	Pdr1
ChIP-exo	GSM4449746	SRX8043762	rep2	18497	Pdr1
ChIP-exo	GSM4449747	SRX8043763	rep1	17769	Pdr3
ChIP-exo	GSM4449748	SRX8043764	rep2	20443	Pdr3
ChIP-exo	GSM4449749	SRX8043765	rep1	12055	Pgd1
ChIP-exo	GSM4449750	SRX8043766	rep2	13819	Pgd1
ChIP-exo	GSM4449751	SRX8043767	rep1	14596	Phd1
ChIP-exo	GSM4449752	SRX8043768	rep2	17018	Phd1
ChIP-exo	GSM4449753	SRX8043793	rep1	12137	Pho2
ChIP-exo	GSM4449754	SRX8043794	rep1	11761	Pho23
ChIP-exo	GSM4449755	SRX8043795	rep2	15191	Pho23
ChIP-exo	GSM4449756	SRX8043796	rep1	14840	Pho4
ChIP-exo	GSM4449757	SRX8043797	rep1	12037	Pho80
ChIP-exo	GSM4449758	SRX8043798	rep1	12849	Pho85
ChIP-exo	GSM4449759	SRX8043799	rep1	16604	Pip2
ChIP-exo	GSM4449760	SRX8043800	rep2	18476	Pip2
ChIP-exo	GSM4449761	SRX8043801	rep1	17143	Plo1
ChIP-exo	GSM4449762	SRX8043802	rep1	17772	Plo2
ChIP-exo	GSM4449763	SRX8043803	rep1	12840	Plp1
ChIP-exo	GSM4449764	SRX8043804	rep1	14186	Plp2
ChIP-exo	GSM4449765	SRX8043805	rep1	14393	Pnc1
ChIP-exo	GSM4449766	SRX8043806	rep1	12117	Png1
ChIP-exo	GSM4449767	SRX8043807	rep1	12060	Pob3
ChIP-exo	GSM4449768	SRX8043808	rep2	14285	Pob3
ChIP-exo	GSM4449769	SRX8043809	rep1	17153	Pog1
ChIP-exo	GSM4449770	SRX8043810	rep1	17135	Pol1
ChIP-exo	GSM4449771	SRX8043811	rep1	17150	Pol2
ChIP-exo	GSM4449772	SRX8043812	rep1	12932	Pop2
ChIP-exo	GSM4449773	SRX8043813	rep1	13473	Pre2
